"Season","Squad","Comp","Player","Nation","Pos","Age","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","MP","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Emmen","Eredivisie","Mike te Wierik","NED","DF","30",14,1197,13.3,0,0,0,0,0,0,4,1,0.3,0.3,0.1,0.4,9,40,29,0,0,0,0,0,0.02,0,0.03,0.02,0.03,14,13.3,26,20,18,8,0,15,23,65.2,8,23,14,9,15,41,46,0,470,604,77.8,8609,3325,171,198,86.4,246,295,83.4,45,86,52.3,0.1,0.7,-0.1,2,42,5,0,40,0,4,0,0,0.3,0,0,NA,12.1,0,0,0,0.07,-0.3,-0.3,604,503,100,15,2,2,11,81,0,0,0,0,470,1,8,7,0.53,5,1,0,1,0,0,1,0.08,1,0,0,0,0,0,740,94,317,313,113,18,740,1,1,100,0,0,316,1382,611,9,12,1,8,1,384,29,1,26,5,1,11,20,0,1,0,54,28,22,56
"2022-2023","Emmen","Eredivisie","Jeremy Antonisse","CUW","FW,MF","20",11,802,8.9,1,1,2,1,0,0,0,0,2.5,2.5,1.5,4,28,16,51,0.11,0.11,0.22,0.11,0.22,0.28,0.16,0.45,0.28,0.45,13,8.9,16,7,6,7,3,12,29,41.4,17,16,2,14,8,24,13,0,181,236,76.7,2465,634,107,121,88.4,54,71,76.1,8,20,40,1.5,1.2,-0.5,8,10,11,7,16,1,23,7,30.4,2.58,0.79,0.04,0.14,19.7,0,0,0,0.11,-1.5,-1.5,236,228,6,0,1,0,17,6,0,0,0,0,181,2,7,26,2.92,13,0,6,4,2,1,1,0.11,1,0,0,0,0,0,387,15,83,157,158,21,387,41,21,51.2,15,36.6,243,1759,860,28,27,5,30,13,252,51,0,6,9,4,17,7,0,0,0,48,13,21,38.2
"2022-2023","Emmen","Eredivisie","Jasin Assehnoun","FIN","FW","23",4,731,8.1,1,1,2,1,0,0,4,0,1.5,1.5,1.4,2.9,29,10,65,0.12,0.12,0.25,0.12,0.25,0.18,0.17,0.36,0.18,0.36,29,8.1,22,14,8,10,4,12,29,41.4,17,14,1,13,6,28,7,0,246,326,75.5,3531,759,157,178,88.2,53,69,76.8,20,41,48.8,1.4,1.5,-0.4,14,10,8,4,10,1,17,6,35.3,2.09,0.74,0.06,0.17,19.6,0,0,0,0.09,-0.5,-0.5,326,296,30,4,1,1,33,11,13,7,6,0,246,0,16,27,3.32,23,2,0,1,1,0,3,0.37,2,0,0,0,1,0,454,14,82,168,212,20,454,30,12,40,17,56.7,263,1635,752,29,22,9,17,16,299,65,0,16,14,2,33,14,0,0,0,46,9,22,29
"2022-2023","Emmen","Eredivisie","Jeff Hardeveld","NED","DF","27",4,354,3.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.5,7,14,19,0,0,0,0,0,0.03,0.09,0.12,0.03,0.12,6,3.9,15,13,7,5,3,7,12,58.3,5,2,1,1,12,27,10,0,171,224,76.3,3289,1443,76,84,90.5,68,82,82.9,25,51,49,0.3,0.8,-0.3,2,12,6,4,14,0,3,1,33.3,0.76,0.25,0,0,12.7,0,0,0,0.05,-0.1,-0.1,224,181,42,4,0,2,18,33,5,2,2,0,171,1,4,8,2.03,3,1,1,2,0,1,2,0.51,1,0,0,1,0,0,264,22,95,102,69,7,264,2,1,50,1,50,101,517,280,7,6,1,1,2,156,19,0,4,1,0,18,13,0,0,0,23,3,4,42.9
"2022-2023","Emmen","Eredivisie","Dennis Vos","NED","DF","20",3,364,4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,10,21,17,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,6,4,5,0,2,1,2,2,5,40,3,6,2,4,2,7,8,0,238,278,85.6,3851,1353,120,127,94.5,103,118,87.3,11,26,42.3,0.1,0.2,-0.1,2,14,2,1,21,0,1,0,0,0.25,0,0,NA,8.5,0,0,0,0.13,-0.1,-0.1,278,256,22,3,0,1,7,19,0,0,0,0,238,0,4,3,0.74,2,1,0,0,0,0,0,0,0,0,0,0,0,0,311,25,118,134,60,4,311,2,1,50,1,50,193,1006,587,10,9,0,2,2,201,17,0,4,2,0,7,0,0,0,0,28,5,10,33.3
"2022-2023","Emmen","Eredivisie","Michaël Heylen","BEL","DF,MF","28",2,332,3.7,0,0,0,0,0,0,1,0,0,0,0.3,0.3,3,14,3,0,0,0,0,0,0,0.08,0.08,0,0.08,11,3.7,8,6,8,0,0,6,9,66.7,3,8,7,1,2,10,11,1,152,207,73.4,3239,1293,49,62,79,73,88,83,28,53,52.8,0.3,0,-0.3,2,20,0,0,14,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,207,196,11,5,0,8,2,6,0,0,0,0,152,0,0,3,0.81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,245,37,130,103,12,3,245,0,0,NA,0,NA,130,760,438,3,1,0,2,3,144,3,0,5,0,0,2,6,0,0,0,27,7,11,38.9
"2022-2023","Emmen","Eredivisie","Ben Scholte","NED","MF","20",1,165,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,4,7,0,0,0,0,0,0.04,0.01,0.06,0.04,0.06,7,1.8,1,1,0,1,0,0,2,0,2,3,1,2,1,2,4,0,26,42,61.9,486,173,9,14,64.3,11,11,100,5,13,38.5,0,0.2,0,1,4,1,0,4,0,3,1,33.3,1.64,0.55,0,0,21.2,0,0,0,0.03,-0.1,-0.1,42,42,0,0,0,0,1,0,0,0,0,0,26,0,3,3,1.64,2,0,1,0,0,0,1,0.55,1,0,0,0,0,0,61,4,17,28,16,2,61,2,1,50,0,0,35,126,40,0,0,0,3,2,41,7,0,0,1,1,1,1,0,0,0,6,3,4,42.9
"2022-2023","Emmen","Eredivisie","Danny Hoesen","NED","FW","31",1,106,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1.2,0,0,0,0,0,0,0,NA,0,2,2,0,0,0,0,0,7,11,63.6,91,3,6,7,85.7,0,0,NA,1,4,25,0,0.1,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,1,0.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,8,7,3,18,1,0,0,1,100,11,32,9,0,2,0,1,1,12,5,0,1,1,1,0,0,0,0,0,2,1,3,25
"2022-2023","Emmen","Eredivisie","Maikel Kieftenbeld","NED","MF","32",1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,100,0,1,0,1,2,3,2,0,36,46,78.3,592,146,22,23,95.7,12,16,75,2,3,66.7,0,0,0,0,5,0,0,4,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,46,44,2,2,0,1,1,0,0,0,0,0,36,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,16,39,2,1,57,1,0,0,1,100,21,99,53,2,0,0,3,2,34,2,0,3,2,0,1,0,0,0,1,8,0,2,0
"2022-2023","Emmen","Eredivisie","Oussama Darfalou","ALG","FW,MF","28",0,175,1.9,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,1,2,11,0,0,0,0,0,0.41,0.06,0.47,0.41,0.47,8,1.9,1,0,0,1,0,0,2,0,2,2,0,2,1,2,0,0,34,49,69.4,329,48,25,31,80.6,3,7,42.9,1,2,50,0.1,0.2,-0.1,3,0,2,0,2,0,6,2,33.3,3.09,1.03,0,0,12.1,0,0,0,0.13,-0.8,-0.8,49,43,6,0,0,1,0,1,0,0,0,0,34,0,3,7,3.6,4,0,1,2,0,0,2,1.03,1,0,1,0,0,0,86,0,1,30,55,10,86,6,2,33.3,4,66.7,49,256,30,1,4,0,13,1,58,11,0,2,1,1,0,0,0,0,0,3,3,18,14.3
"2022-2023","Emmen","Eredivisie","Fernando Pacheco Rivas","PER","FW,MF","23",0,84,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,3,3,5,0,0,0,0,0,0.26,0.29,0.55,0.26,0.55,9,0.9,2,2,0,1,1,2,7,28.6,5,1,1,0,0,2,4,0,25,34,73.5,387,123,16,17,94.1,6,7,85.7,3,4,75,0.3,0.6,-0.3,3,0,4,2,3,0,2,1,50,2.14,1.07,0,0,18.1,0,0,0,0.12,-0.2,-0.2,34,33,1,0,0,0,5,0,0,0,0,0,25,0,3,6,6.51,4,0,0,1,1,0,0,0,0,0,0,0,0,0,53,3,10,17,26,8,53,3,2,66.7,1,33.3,22,123,56,3,1,1,5,1,31,5,0,2,3,0,5,2,0,0,0,4,2,3,40
"2022-2023","Emmen","Eredivisie","Azzeddine Toufiqui","FRA","MF,FW","23",0,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,4,7,5,0,0,0,0,0,0.12,0.06,0.17,0.12,0.17,5,0.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,19,29,65.5,304,128,12,13,92.3,4,9,44.4,3,5,60,0,0,0,1,4,0,0,7,0,1,0,0,1.5,0,0,NA,10.9,0,0,0,0.08,-0.1,-0.1,29,28,1,0,0,0,1,1,0,0,0,0,19,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,6,16,16,3,38,2,1,50,1,50,22,114,66,4,2,1,2,2,28,5,0,1,2,0,1,0,0,0,0,5,0,1,0
"2022-2023","Emmen","Eredivisie","Arnaud Luzayadio","FRA","FW","23",0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,NA,0,1,0,1,1,1,0,0,8,13,61.5,147,15,4,6,66.7,1,2,50,2,3,66.7,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,13,13,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,5,12,1,20,0,0,NA,0,NA,8,49,15,2,0,0,3,0,12,3,0,0,1,0,3,0,0,0,0,3,1,0,100
"2022-2023","Emmen","Eredivisie","Maurilio de Lannoy","NED","DF","18",0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,0,0,12,17,70.6,143,37,8,10,80,3,4,75,0,0,NA,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,17,13,4,0,0,0,1,4,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,4,5,11,2,20,2,1,50,1,50,7,27,9,0,0,0,1,0,9,5,0,0,1,0,1,0,0,0,0,2,0,0,NA
"2022-2023","Emmen","Eredivisie","Metehan Güçlü","TUR","FW","23",0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,2,0,0,0,0,0,1.33,0,1.33,1.33,1.33,1,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,2,100,14,0,2,2,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,NA,4,0,0,0,0.13,-0.1,-0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,1,6,1,0,0,0,0,4,7,5,0,0,0,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,NA
"2022-2023","Cambuur","Eredivisie","Alex Bangura","SLE","DF","23",28,2449,27.2,1,3,4,1,0,0,5,1,0.5,0.5,4,4.5,91,82,115,0.04,0.11,0.15,0.04,0.15,0.02,0.15,0.16,0.02,0.16,NA,27.2,41,27,30,10,1,24,37,64.9,13,23,7,16,20,61,43,0,1005,1296,77.5,17414,5368,449,521,86.2,431,521,82.7,104,192,54.2,4,3.3,-1,15,59,17,6,82,1,9,2,22.2,0.33,0.07,0.11,0.5,15.8,0,0,0,0.06,0.5,0.5,1296,1066,228,30,1,1,58,198,0,0,0,0,1005,2,21,46,1.69,42,3,0,0,1,0,6,0.22,5,1,0,0,0,0,1531,80,547,667,346,39,1531,42,24,57.1,7,16.7,880,6198,3552,91,52,11,37,12,891,115,0,34,59,0,58,27,0,0,0,187,5,13,27.8
"2022-2023","Cambuur","Eredivisie","Daniël van Kaam","NED","MF","22",26,2308,25.6,1,1,2,1,0,0,1,0,1.5,1.5,2,3.5,49,92,64,0.04,0.04,0.08,0.04,0.08,0.06,0.08,0.14,0.06,0.14,NA,25.6,34,17,20,13,1,13,30,43.3,17,11,5,6,12,46,25,1,625,792,78.9,11035,3010,272,318,85.5,266,310,85.8,66,112,58.9,2,1.7,-1,21,71,12,6,92,1,14,2,14.3,0.55,0.08,0.07,0.5,17,0,0,0,0.11,-0.5,-0.5,792,742,48,13,2,11,36,7,0,0,0,0,625,2,10,43,1.68,39,0,1,3,0,0,2,0.08,2,0,0,0,0,0,979,52,213,590,192,21,979,51,33,64.7,13,25.5,605,4057,1951,49,40,6,38,34,647,64,0,11,29,1,36,17,0,0,0,124,19,22,46.3
"2022-2023","Cambuur","Eredivisie","Mees Hoedemakers","NED","MF","24",25,2156,24,3,0,3,3,0,0,3,2,1.8,1.8,1.7,3.6,44,149,40,0.13,0,0.13,0.13,0.13,0.08,0.07,0.15,0.08,0.15,NA,24,67,37,25,37,5,33,64,51.6,31,34,10,24,35,102,52,1,917,1166,78.6,17388,4927,375,432,86.8,394,457,86.2,123,195,63.1,1.7,1.6,-1.7,22,123,8,2,149,3,31,11,35.5,1.29,0.46,0.1,0.27,23.7,3,0,0,0.06,1.2,1.2,1166,1100,56,29,1,20,36,5,21,20,0,0,917,10,27,54,2.26,43,7,0,2,0,2,3,0.13,3,0,0,0,0,0,1481,81,374,874,245,18,1481,22,13,59.1,8,36.4,774,4045,1953,44,26,4,38,11,847,40,1,32,11,1,36,37,0,1,0,151,20,32,38.5
"2022-2023","Cambuur","Eredivisie","Mitchell Paulissen","NED","MF","29",23,1953,21.7,2,1,3,2,0,0,5,0,2.1,2.1,2.6,4.7,45,94,63,0.09,0.05,0.14,0.09,0.14,0.1,0.12,0.22,0.1,0.22,NA,21.7,40,27,19,19,2,16,50,32,34,22,2,20,11,51,29,1,534,745,71.7,9363,3165,258,322,80.1,194,252,77,67,120,55.8,2.6,3.4,-1.6,31,70,15,3,94,2,33,10,30.3,1.52,0.46,0.06,0.2,20.9,5,0,0,0.06,-0.1,-0.1,745,692,51,18,4,7,47,1,29,23,0,0,534,2,22,63,2.9,49,6,2,3,1,2,3,0.14,3,0,0,0,0,0,976,45,224,468,300,41,976,38,19,50,17,44.7,515,2861,1437,45,29,8,42,25,570,63,0,20,12,2,47,27,0,0,0,134,30,38,44.1
"2022-2023","Cambuur","Eredivisie","Marco Tol","NED","DF","24",22,1920,21.3,1,0,1,1,0,0,1,0,0.7,0.6,0.2,0.8,8,65,1,0.05,0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,NA,21.3,23,14,19,4,0,15,19,78.9,4,37,29,8,36,59,113,2,884,1023,86.4,19620,5943,217,241,90,497,540,92,160,220,72.7,0.2,0.2,-0.2,4,47,1,0,65,1,6,2,33.3,0.28,0.09,0.17,0.5,10.1,0,0,0,0.11,0.3,0.4,1023,982,41,31,1,13,0,4,0,0,0,0,884,0,4,9,0.42,9,0,0,0,0,0,1,0.05,1,0,0,0,0,0,1270,225,708,546,19,15,1270,2,1,50,1,50,699,4100,2442,8,6,0,5,0,747,1,0,9,6,0,0,14,0,0,1,95,44,44,50
"2022-2023","Cambuur","Eredivisie","Floris Smand","NED","DF","19",22,1753,19.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,11,46,3,0,0,0,0,0,0.01,0,0.01,0.01,0.01,NA,19.5,19,15,15,3,1,8,17,47.1,9,28,17,11,38,57,100,0,949,1054,90,18806,5275,280,316,88.6,562,599,93.8,101,125,80.8,0,0.2,0,0,33,1,0,46,0,4,0,0,0.21,0,0,NA,15,0,0,0,0.03,-0.1,-0.1,1054,1008,46,29,0,5,0,4,0,0,0,0,949,0,3,11,0.56,7,2,0,0,0,2,0,0,0,0,0,0,0,0,1271,214,729,532,15,7,1271,4,3,75,1,25,730,4544,2590,11,5,1,11,1,756,3,0,15,5,0,0,15,0,0,0,111,27,29,48.2
"2022-2023","Cambuur","Eredivisie","Leon Bergsma","NED","DF","25",21,1840,20.4,0,0,0,0,0,0,4,0,1.3,1.3,0,1.3,20,72,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,NA,20.4,36,23,24,12,0,23,29,79.3,6,31,18,13,20,56,90,1,951,1141,83.3,19489,6514,275,318,86.5,543,593,91.6,124,203,61.1,0,0.3,0,2,55,1,0,72,0,7,2,28.6,0.34,0.1,0,0,8.8,0,0,0,0.18,-1.3,-1.3,1141,1101,40,34,2,9,2,3,1,1,0,0,951,0,10,13,0.64,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1343,223,729,591,35,11,1343,5,5,100,0,0,781,5167,3318,20,12,0,6,2,870,2,0,14,5,0,2,23,0,1,1,92,34,37,47.9
"2022-2023","Cambuur","Eredivisie","Doke Schmidt","NED","DF","30",20,1666,18.5,0,0,0,0,0,0,5,0,0.1,0.1,0.4,0.5,16,65,8,0,0,0,0,0,0,0.02,0.03,0,0.03,NA,18.5,47,25,31,13,3,35,63,55.6,28,20,12,8,23,70,62,0,743,992,74.9,14820,5302,247,291,84.9,372,461,80.7,109,203,53.7,0.4,0.5,-0.4,9,63,9,3,65,0,5,1,20,0.27,0.05,0,0,31.6,0,0,0,0.02,-0.1,-0.1,992,797,192,26,0,10,18,166,0,0,0,0,743,3,14,24,1.3,20,2,0,1,1,0,2,0.11,2,0,0,0,0,0,1176,99,490,565,126,1,1176,6,2,33.3,4,66.7,490,2237,1230,16,13,1,4,3,549,8,0,23,12,0,18,25,0,2,0,97,21,8,72.4
"2022-2023","Cambuur","Eredivisie","Sai van Wermeskerken","JPN","DF","28",18,1684,18.7,1,0,1,1,0,0,1,0,0.6,0.6,1.5,2.2,15,69,25,0.05,0,0.05,0.05,0.05,0.03,0.08,0.12,0.03,0.12,NA,18.7,53,33,31,17,5,31,52,59.6,21,12,4,8,22,75,55,0,807,997,80.9,14983,5035,345,375,92,342,401,85.3,106,177,59.9,1.5,1.3,-1.5,8,57,13,10,69,1,15,5,33.3,0.8,0.27,0.07,0.2,27.2,0,0,0,0.04,0.4,0.4,997,828,165,10,0,5,33,154,0,0,0,0,807,4,19,31,1.66,25,3,0,2,0,1,0,0,0,0,0,0,0,0,1184,86,493,539,159,6,1184,21,10,47.6,8,38.1,572,3239,1156,15,12,0,14,16,633,25,0,23,13,0,33,33,0,0,0,117,10,15,40
"2022-2023","Cambuur","Eredivisie","Jamie Jacobs","NED","MF","24",18,1502,16.7,2,0,2,2,0,0,2,1,7.3,7.3,1.5,8.8,22,47,70,0.12,0,0.12,0.12,0.12,0.44,0.09,0.53,0.44,0.53,NA,16.7,37,15,15,16,6,19,45,42.2,26,27,8,19,14,51,13,0,319,490,65.1,5376,1584,151,200,75.5,122,179,68.2,34,63,54,1.5,1.6,-1.5,18,41,9,3,47,2,47,12,25.5,2.82,0.72,0.04,0.17,17.3,0,0,0,0.16,-5.3,-5.3,490,466,23,1,1,6,26,10,1,1,0,0,319,1,21,43,2.57,30,2,3,4,1,3,4,0.24,1,0,1,1,0,1,711,29,143,329,246,59,711,21,11,52.4,10,47.6,334,1479,771,22,11,6,33,19,397,70,0,39,14,4,26,15,0,2,0,90,26,36,41.9
"2022-2023","Cambuur","Eredivisie","Michael Breij","NED","FW,MF","25",16,1458,16.2,2,2,4,2,0,0,3,0,3,3,1.8,4.8,35,50,83,0.12,0.12,0.25,0.12,0.25,0.19,0.11,0.3,0.19,0.3,NA,16.2,28,18,9,11,8,8,37,21.6,29,26,2,24,11,39,17,0,328,456,71.9,5337,1420,173,216,80.1,118,152,77.6,29,61,47.5,1.8,1.5,0.2,20,27,14,7,50,2,28,10,35.7,1.73,0.62,0.07,0.2,18.6,0,0,0,0.11,-1,-1,456,425,29,4,1,1,47,5,15,9,3,0,328,2,8,45,2.78,32,6,2,2,2,1,6,0.37,5,1,0,0,0,0,679,29,105,303,281,39,679,46,16,34.8,28,60.9,389,2323,1023,35,26,12,41,14,419,83,0,27,25,2,47,18,0,0,0,79,10,31,24.4
"2022-2023","Cambuur","Eredivisie","Navarone Foor","NED","MF,FW","30",15,1243,13.8,2,3,5,2,0,0,2,0,2.5,2.5,2.6,5.1,33,64,98,0.14,0.22,0.36,0.14,0.36,0.18,0.19,0.37,0.18,0.37,NA,13.8,23,12,9,8,6,12,29,41.4,17,23,1,22,6,29,9,0,377,561,67.2,6251,2484,193,245,78.8,130,181,71.8,40,91,44,2.6,2.8,0.4,23,49,17,7,64,2,27,7,25.9,1.95,0.51,0.07,0.29,21.5,4,0,0,0.09,-0.5,-0.5,561,479,80,15,3,2,83,25,36,20,10,0,377,2,20,51,3.69,32,7,5,3,3,1,4,0.29,4,0,0,0,0,0,722,14,108,295,321,36,722,45,20,44.4,20,44.4,404,2336,998,33,16,8,29,14,449,98,0,9,12,3,83,12,0,0,0,54,4,15,21.1
"2022-2023","Cambuur","Eredivisie","Silvester van der Water","NED","FW,MF","25",15,1187,13.2,1,0,1,1,0,0,3,0,1.9,1.9,1.8,3.7,29,29,91,0.08,0,0.08,0.08,0.08,0.15,0.14,0.28,0.15,0.28,NA,13.2,38,23,17,15,6,19,35,54.3,16,10,1,9,3,41,9,0,206,372,55.4,4109,1261,86,117,73.5,67,116,57.8,42,111,37.8,1.8,2,-1.8,19,24,17,9,29,1,17,10,58.8,1.29,0.76,0.06,0.1,18.5,0,0,0,0.11,-0.9,-0.9,372,327,45,16,3,10,82,8,17,15,1,1,206,0,11,39,2.95,27,5,3,1,2,1,0,0,0,0,0,0,0,0,551,13,80,239,244,26,551,44,13,29.5,23,52.3,322,1781,771,29,22,8,52,10,340,91,0,20,15,1,82,23,0,0,0,57,7,19,26.9
"2022-2023","Cambuur","Eredivisie","Roberts Uldriķis","LVA","FW","24",14,1331,14.8,1,0,1,1,0,1,4,0,6.6,5.8,1.1,7,10,20,53,0.07,0,0.07,0.07,0.07,0.45,0.08,0.52,0.4,0.47,NA,14.8,11,6,0,9,2,4,8,50,4,7,2,5,2,13,17,0,168,289,58.1,2375,466,94,148,63.5,48,86,55.8,12,21,57.1,1.1,1.7,-1.1,15,11,3,1,20,1,42,12,28.6,2.84,0.81,0.02,0.08,12.6,0,0,1,0.14,-5.6,-4.8,289,269,20,0,0,2,1,0,0,0,0,0,168,0,2,33,2.23,24,0,3,4,1,1,2,0.14,0,0,0,1,0,1,448,19,34,234,185,69,447,16,11,68.8,2,12.5,183,674,207,10,6,6,35,23,303,53,0,20,8,13,1,6,0,0,0,26,84,63,57.1
"2022-2023","Cambuur","Eredivisie","Remco Balk","NED","FW,MF","21",12,1185,13.2,1,0,1,1,0,0,5,0,1.6,1.6,0.6,2.2,27,24,114,0.08,0,0.08,0.08,0.08,0.12,0.04,0.17,0.12,0.17,NA,13.2,28,16,14,10,4,10,33,30.3,23,17,3,14,4,32,13,0,236,373,63.3,3962,942,119,148,80.4,87,127,68.5,25,54,46.3,0.6,1.2,-0.6,8,10,13,5,24,1,20,11,55,1.52,0.84,0.05,0.09,18.7,0,0,0,0.08,-0.6,-0.6,373,346,25,1,0,1,52,24,0,0,0,0,236,2,24,29,2.2,20,0,1,3,5,0,1,0.08,0,0,0,0,1,0,533,13,102,178,265,35,533,35,11,31.4,16,45.7,307,2177,959,27,21,8,26,13,331,114,0,23,33,1,52,16,2,0,0,60,10,11,47.6
"2022-2023","Cambuur","Eredivisie","Bjørn Johnsen","NOR","FW","30",10,876,9.7,3,0,3,2,1,1,0,0,5.4,4.7,0.6,5.3,3,14,40,0.31,0,0.31,0.21,0.21,0.56,0.06,0.62,0.48,0.54,NA,9.7,4,1,0,1,3,1,7,14.3,6,5,1,4,3,7,23,0,98,181,54.1,1416,348,51,97,52.6,38,57,66.7,4,9,44.4,0.6,0.5,-0.6,6,12,2,0,14,3,22,8,36.4,2.26,0.82,0.09,0.25,14,0,1,1,0.21,-2.4,-2.7,181,169,11,0,0,1,1,1,0,0,0,0,98,1,4,14,1.44,12,1,0,1,0,0,0,0,0,0,0,0,0,0,298,25,34,152,114,40,297,8,4,50,4,50,134,336,114,3,2,1,38,5,208,40,0,7,6,7,1,1,0,0,0,16,37,46,44.6
